Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Compared to National,Denominator,Score,Lower Estimate,Higher Estimate,Footnote,Measure Start Date,Measure End Date
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,2129,3.13,0.91,5.34,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,1116,5.37,2.06,8.67,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,139,2.09,0,4.32,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,176,0.8,0,1.97,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Pressure sores,PSI_3_ULCER,No Different than the National Rate,3086,0.24,0,0.64,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,76,148.41,108.09,188.72,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,5600,0.38,0.12,0.64,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,4052,0.1,0.02,0.18,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Perioperative Hemorrhage or Hematoma Rate,PSI_9_POST_HEM,No Different than the National Rate,2020,4.06,2.12,6.01,,1/7/14,30/9/15
10001,BAPTIST MEDICAL CENTER SOUTH,2105 EAST SOUTH BOULEVARD,MONTGOMERY,AL,36116,MONTGOMERY,3342882100,Serious complications,PSI_90_SAFETY,No Different than the National Value,Not Available,0.85,0.59,1.12,,1/7/14,30/9/15
